fdfd9ebfdef3ecc54767adc672e5bb94,1478016091,1478016892,104.1203,30.6678,104.10065,30.67472,104.1200389,30.6676593,104.1012847,30.6739685,2.6173308036470084
cf406170c3fc1be344b606c3672e9198,1478016095,1478017154,104.004372,30.679911,104.06221,30.70274,104.0048938,30.6797444,104.0615786,30.7025958,7.58028150652514
269a2caa09cddb0bd25f6cf306d7b2a4,1478016097,1478016617,104.06684,30.7122,104.04928,30.72778,104.0674139,30.7124346,104.049214,30.7282589,3.565579794262434
53f5e3fa2059ab8d13c53394cdab4a07,1478016112,1478016814,104.07908,30.60418,104.07155,30.659,104.079068,30.6036515,104.0717089,30.659097,6.927798721061542
98269a2eb0c7e1d76628c3fd9c16c51f,1478016119,1478017009,104.08758,30.67738,104.036858,30.664344,104.0868361,30.677238,104.0384387,30.6641731,6.452301565546429
a4148c5942857102051c8c61fc9815a2,1478016126,1478016638,104.096773,30.705653,104.09456,30.67913,104.0967035,30.7052298,104.0941903,30.6795458,3.7674227055402705
5519ffa7cb891aef974ff7199c1a2ae8,1478016138,1478016476,104.10348,30.66909,104.11862,30.66145,104.1028609,30.6696712,104.1186246,30.6614748,2.3430467582690957
bf3d20099a1a69ea08c466e4f078bb2d,1478016151,1478016799,104.109573,30.682236,104.07403,30.6863,104.1094114,30.6818824,104.0732409,30.6873812,4.263462176968616
e91eabd54651ed069fb09708fbb3cb04,1478016152,1478017317,104.10505,30.62302,104.09104,30.66758,104.1050959,30.6232781,104.0914916,30.6676332,6.121389471971892
1efba3a54e5896016ffc9080cb99466d,1478016158,1478017786,104.07781,30.65147,104.05797,30.7147,104.077492,30.6513985,104.058349,30.7145072,8.357057865772374
42287089cd7f668de96d9cb39f75570f,1478016159,1478016758,104.02159,30.67873,104.05718,30.6946,104.0217602,30.6788925,104.0571305,30.6943075,4.47039430125561
bbc26e9075048e7ce201f66f99cf18e5,1478016161,1478016690,104.03651,30.71187,104.09169,30.7078,104.0365203,30.7121826,104.0916918,30.7075623,6.318567307010591
7471cee8e89b7340d1be74a71727b53e,1478016171,1478017061,104.00777,30.66108,104.0975,30.70659,104.0075317,30.6606648,104.0985706,30.7058277,12.321614347264765
e84afed4aa3cee0b815e1f2e8a4d970a,1478016176,1478016742,104.07131,30.70023,104.08228,30.67811,104.0719644,30.7020022,104.0827591,30.6766694,4.077189235191609
ac3acf7f67f908485e7f3d88ab18974d,1478016181,1478016396,104.08729,30.69944,104.09117,30.69289,104.0874677,30.7004823,104.0908861,30.6921345,2.2526203194961685
cc8afdca465713f2589101fea0871b60,1478016188,1478017239,104.03385,30.69424,104.02401,30.76789,104.0336485,30.6944771,104.0226256,30.7676974,10.694437173649398
34141a7b0130af822d8df8367ff1e824,1478016197,1478017684,104.06211,30.7027,104.15048,30.7891,104.0615786,30.7025958,104.1529537,30.7899518,16.008891882652772
18546881530622e3a5ec7997b8143a1e,1478016200,1478017034,104.02225,30.65173,104.06156,30.69475,104.0222864,30.6503372,104.0637424,30.6948866,7.650742760265918
fe1dee9eb1a32ea74d0d77ae3074b071,1478016210,1478016966,104.043983,30.673994,104.02078,30.67471,104.0434237,30.6739721,104.0193095,30.6749486,3.2622738734437022
37ce72968be30b0e17be6e842f9f3ff2,1478016211,1478016920,104.08797,30.66735,104.101562,30.625152,104.0876746,30.66683,104.1013086,30.6246795,5.827208150505563
6d0360f799bcdd553daba687c7b5f08e,1478016214,1478016795,104.02645,30.6878,104.057246,30.691382,104.0269981,30.688064,104.0574485,30.6911479,3.631659402671451
42622a30689b365d40ef7bc59d798805,1478016216,1478018670,104.052371,30.741555,103.95862,30.57937,104.0524766,30.741377,103.9582628,30.5794629,24.948946094554866
203c5779ecd29cda6a47cbf5992334a4,1478016217,1478016949,104.03636,30.71155,104.06061,30.76086,104.0361719,30.7119715,104.0608066,30.7608485,7.476132007112463
0a4cca39b85a1dbff2345649f92015b7,1478016225,1478017375,104.03063,30.68191,104.148347,30.688251,104.0308748,30.6820773,104.1481656,30.6884612,13.137751271322912
a9d775ddd863f4c31d3a97104031ea13,1478016226,1478017730,104.00335,30.6368,104.02517,30.64817,104.0027578,30.6373381,104.024706,30.6483634,2.7395003950843932
722276535fd3a13dfc416da937bef18a,1478016229,1478016804,104.03227,30.64997,104.06674,30.66116,104.0321723,30.6501008,104.0664485,30.6609371,4.337542765428014
91cb5b6c5fee15327d7642595cbbcf1d,1478016239,1478017048,104.092078,30.684191,104.11753,30.6577,104.0910122,30.6835854,104.1173336,30.6577,5.196425695202372
